value,count
photographic print on card; H 162mm x L 201mm,1
photographic print on card; H 165mm x L 194mm,1
photographic print on card; H 167mm x L 196mm,1
photographic print on card; H 175mm x L 197mm,1
photographic print on card; H 175mm x L 225mm,1
photographic print on card; H 176mm x L 216mm,1
photographic print on card; H 178mm x L 215mm,1
photographic print on card; H 178mm x L 298mm,1
photographic print on card; H 180mm x L 221mm,1
photographic print on card; H 183mm x L 260mm,1
photographic print on card; H 187mm x L 205mm,1
photographic print on card; H 190mm x L 205mm,1
photographic print on card; H 220mm x L 210mm,1
photographic print on card; H 222mm x L 252mm,1
photographic print on card; H 289mm x L 305mm,1
photographic print on card; H 80mm x L 109mm,1
photographic print on card; H 82mm x L 108mm,1
photographic print on card; H 85mm x L 109mm,1
photographic print on card; H 90mm x L 64mm,1
photographic print on card; H 94mm x L 138mm,1
photographic print on card; H 94mm x L 148mm,1
photographic print on card; H 96mm x L 137mm,1
photographic print on card; H 96mm x L 155mm,1
photographic print on matt board; H 128mm x L 153mm,1
photographic print on matt board; H 128mm x L 154mm,1
photographic print on matt board; H 136mm x L 408mm,1
photographic print on matt board; H 140mm x L 167mm,1
photographic print on matt board; H 145mm x L 172mm,1
photographic print on matt board; H 146mm x L 171mm,1
photographic print on matt board; H 153mm x L 128mm,1
photographic print on matt board; H 172mm x L 146mm,1
photographic print on matt board; H 183mm x L 233mm,1
photographic print on matt board; H 226mm x L 199mm,1
photographic print on matt board; H 242mm x L 301mm,1
photographic print on matt board; H 243mm x L 305mm,1
photographic print on matt board; H 248mm x L 302mm,1
photographic print on matt board; H 250mm x L 300mm,1
photographic print on matt board; H 251mm x L 301mm,1
photographic print on matt board; H 251mm x L 303mm,1
photographic print on matt board; H 252mm x L 301mm,1
photographic print on matt board; H 252mm x L 353mm,1
photographic print on matt board; H 252mm x L 354mm,1
photographic print on matt board; H 252mm x w 305mm,1
photographic print on matt board; H 254mm x L 303mm,1
photographic print on matt board; H 254mm x L 304mm,1
photographic print on matt board; H 254mm x L 306mm,1
photographic print on matt board; H 352mm x L 454mm,1
photographic print on matt board; H 352mm x L 455mm,1
photographic print on matt board; H 397mm x L 551mm,1
photographic print on matt board; H 500mm x L 635mm,1
"photographic print, paper, ink",1
photographic print; H 100mm x L 147mm,1
photographic print; H 103mm x L 146mm,1
photographic print; H 104mm x L 152mm,1
photographic print; H 105mm x L 149mm,1
photographic print; H 108mm x L 148mm,1
photographic print; H 108mm x L 158mm,1
photographic print; H 125mm x L 176mm,1
photographic print; H 138mm x L 197mm,1
photographic print; H 139mm x L 266mm,1
photographic print; H 141mm x L 587mm,1
photographic print; H 143mm x L 190mm,1
photographic print; H 145mm x L 191mm,1
photographic print; H 145mm x L 194mm,1
photographic print; H 146mm x w 195mm,1
photographic print; H 147mm x L 202mm,1
photographic print; H 151mm x L 736mm,1
photographic print; H 203mm x  L 300mm,1
photographic print; H 92mm x L 120mm,1
photographic print; H 92mm x L 138mm,1
photographic prints on card; H 172mm x L 240mm,1
photographic prints on card; H 239mm x L 303mm. Largest album page. Some pages have been cut down.,1
photographic prints on matt board; H 856mm x L 673mm,1
photographic prints on paper; H 164mm x L 215mm [Each page approximately this size],1
photographs,1
photolithograph on card,1
"photolithograph, collage and feather",1
photomechanical reproduction : half-tone ; 8.6 x 11.6 cm.,1
photomechanical reproduction : half-tone ; 8.9 x 11.9 cm.,1
photomechanical reproduction : halftone ; 9.7 x 28.3 cm.,1
"piano, QRS pianomation system, Playola key top player, Yamaha MIDI data filer, MIDI files, motor, hydraulic jack, steel plate, sheet music",1
piece for piano and soprano saxophone,1
pigment and emulsion on canvas,1
pigment emulsion and gesso,1
pigment ink on paper,1
pigment ink on unstretched canvas,1
pigment inkjet print on canvas,1
pigment inks on 308gsm Hahnemühle photo rag,1
pigment inks on 308gsm Hahnmühle photo rag,1
"pigment, rhoplex and muslin on canvas",1
pigmented ink on watercolour paper,1
pigmented urethane resin,1
"pill packets, Solpah and oil on canvas drop cloth",1
"pine rocking chair, wood stain, foam stress balls",1
"pingao fibre, blue textile cushion",1
pink sandstone,1
"pinus radiata, acrylic glaze and stainless steel",1
"pitchforks, galvanised iron, cotton, plastic, canvas",1
"plan pages, h 420mm x w 300mm medium",1
planograophic; relief,1
planographic; relief,1
plaster cast from ivory bas-relief,1
"plaster, linen, twigs, wool and cuttlefish",1
"plaster, wood",1
"plastic (replica food), plastic table, fabric table cloth",1
plastic and metal on wood,1
plastic and polystyrene,1
"plastic and rubber costumes, video (single channel, standard definition, 4:3, colour, stereo sound)",1
plastic bags with plastic found object,1
"plastic bottles, card tube, fluorescent light and light box",1
"plastic bottles, fluorescent tube",1
"plastic bottles, fluorescent tubes",1
"plastic bottles, lamp shade, fluorescent tubes",1
"plastic botttles, neon tube and electronics",1
plastic chain,1
plastic flowers and plastic lettering on board,1
"plastic flowers, rosary beads, crucifix, sterling silver and fishing line",1
"plastic rubbish bag, air, storage rack",1
plastic signs and ledger covers,1
"plastic tablecloth, woollen blanket",1
plastic webbing on plastic,1
"plastic, metal, cardboard, motors, sewing machine pedal",1
"plastic, nylon filament",1
"plastic, pantyhose",1
"plastic, tubing, aquarium, pump, pipe",1
"plastics, aluminum, Lego robotics, cable, paint brush",1
"plate steel, industrial paint",1
platinotype,1
"plywood, aluminium, Lego robotic components, oil paint, DVD",1
"plywood, aluminium, felt, embroidery needles, polystyrene cups, record players, records, television, VHS player, video",1
"plywood, dowel, acrylic, screws, filler",1
polished aluminium,1
"polycarbonate records with cardboard covers, paper inserts and plastic sleeves",1
"polycarbonate records, card, acrylic, metal shelf",1
polychrome armorial soft paste porcelain,1
polychrome ironstone,1
polychrome lead glaze earthenware,1
polychrome terracotta,1
polychromed wood,1
polystyrene,1
"polystyrene 'mask', video (single channel, standard definition, 4:3, colour, silent)",1
polystyrene and acrylic on wood,1
"polystyrene sheet, blackboard paint, spraypaint, dressed pine and dowel",1
"polystyrene, metal rods, plastic chains",1
"polystyrene, tape, anorak",1
"polyurethane foam, oxide powder, acrylic sheet",1
"polyurethane, 2-pot automotive paint",1
"polyurethane, fibre glass/polyester resin, plastic, electric light, metal",1
"polyurethane, paint, grout, clear acrylic, epoxy",1
porcelain and gilt metal,1
positive,1
postcard :  ; 11 x 15cm.,1
postcard : collodion ; 8.3 x 13.0 cm.,1
postcard : collotype ; 8.0 x 13.8 cm.,1
postcard : gelatin silver ; 8.4 x 12.8 cm.,1
postcard : gelatin silver ; 8.7 x 10.4 cm.,1
postcard : gelatin silver ; 8.7 x 12.7 cm.,1
postcard : gelatin silver ; 8.9 x 12.1 cm.,1
postcard : gelatin silver ; 8.9 x 13.0 cm.,1
"postcard : printed, col. ; 8.8 x 13.8 cm.",1
"postcard, Glass plate negative; H 122mm x L 166mm",1
poster,1
poster : 91 cm.  x  57 cm. folded to 23  x  29 cm.,1
poster : colour lithograph ; 101.1 x 37.7 cm.,1
poster : colour lithograph ; 101.8 x 38.0 cm.,1
poster : colour lithograph ; 101.9 x 71.1 cm.,1
poster : colour lithograph on cream paper ; 71.7 x 52.8 cm.,1
poster : colour photolithograph ; 54.5 x 24.3 cm.,1
poster : colour printed ; 61.8 x 44.4 cm.,1
poster : lithograph ; 57.5 x 40.6 cm.,1
poster : printed ; 63.0 x 41.8 cm.,1
poster : printed ; 63.5 x 41.2 cm.,1
"poster : printed col, ; 62.9 x 41.3 cm.",1
poster : silkscreen print on white paper ; 76.0 x 51.0 cm.,1
poster paint on board,1
"poster, coloured paper, acrylic paint",1
pot: h (including handle) 235mm x w 195mm x d 152mm,1
pot: h (including handle) 300mm x w 300mm x d 200mm lid: h 50mm x di 120mm medium,1
pot: h 67mm x w 75mm x l 75mm lid: h 40mm x w 83mm x l 85mm small,1
pottery,1
pounamu,1
powder coated aluminium,1
powder coated steel,1
poychrome blue scale soft paste porcelain,1
poychrome bone china,1
poychrome soft paste porcelain,1
"pp. 1-19 (20), chapter 4 of 11",1
"pp. 109-137, chapter 5 of 19",1
pp. 11-19,1
pp. 113-127,1
"pp. 153-160, chapter 11 of 19",1
"pp. 18, chapter 9 of 10",1
pp. 212-219,1
pp. 214-218 : map ; 26 cm.,1
"pp. 244-250, chapter 43 of 50",1
pp. 343-348,1
pp. 366-396 (31),1
pp. 399-421,1
pp. 47-57,1
pp. 5-24,1
"pp. 65-116, chapter 3 of 9",1
pp. 655-672 ; 24 cm.,1
"pp. 673-800, chapter 7 of 7",1
"pp. 69-76, chapter 8 of 15",1
pp. 77-100,1
"pp. [83] - 118, [1] leaf of plates : ill., map ; 23 cm.",1
pp.32.,1
pressed flower,1
print + audio CD (x 6),1
"print 14 x 19.2 cm, mounted on album page",1
print : 8.6 x 13.8 cm.,1
"print : engraving ; engraving on sheet 21.0 x 25.6 cm., adhered to sheet 22.5 x 29.0 cm.",1
print : engraving ; sheet 29.0 x 22.0 cm.,1
print : engraving.,1
print : lithograph with hand colouring ; sheet 37.5 x 56.0 cm.,1
print : lithograph with hand colouring ; sheet 56.0 x 37.5 cm.,1
print ; 10.4 x 16.0 cm.,1
print ; 12.9 x 15.3 cm.,1
print ; 8.8 x 11.0 cm.,1
print ; wood engraving ; 15.0 x 23.4 cm.,1
print and electronic,1
print and online,1
"print h 203mm x w 254mm (""8 x 10″) medium mat h 350mm x w 400mm medium",1
print on card,1
print on paper,1
printed and hand-written paper on card,1
"printed and unprinted cotton, plastic flowers, shells, straw hat",1
printed book,1
printed card; H 881mmx L 150mm,1
printed card; H 881mmx L 150mm entire souvenir measurement; Individual picture measures H 113mm x L 150mm,1
printed card; H 881mmx L 150mm entire souvenir measurement; Individual picture measures H 115mm x L 150mm,1
printed colour postcard 128 x 84mm,1
printed linen and rope,1
"printed matter, photographs, sealing wax",1
printed on card,1
printed paper on card with an additional tracing card page attached by a fold,1
printed paper on paper,1
printed t-shirt,1
printing ink,1
printing ink and graphite on paper,1
printing ink on aluminium,1
printing ink on paper,1
"processed material , paper. card",1
processed material metal gold,1
processed material metal iron,1
processed material organic leather processed material metal tin processed material metal alloy brass processed material organic fibre paper,1
"processed material organic, cotton linen",1
"processed material organic, cotton, linen",1
"processed material organic, wood processed material, glass",1
"processed material, alloy, steel",1
"processed material, alloy. steel processed material, synthetic, plastic processed materials, textiles. satin organic material, processed paper.",1
"processed material, ceramic",1
"processed material, ceramic, porcelain, semi-porcelain",1
"processed material, ceramic, pottery organic, vegetal, wood processed material, synthetic, plastic, nylon",1
"processed material, ceramic, pottery, stoneware processed material, metal, alloy",1
"processed material, fibre, cotton, velvet",1
"processed material, fibre, wool",1
"processed material, fibre, wool processed material, fibre, cotton, sateen",1
"processed material, glass organic, vegetal, bark, cork",1
"processed material, glass processed material organic, cotton",1
"processed material, glass processed material, metal , copper organic, vegetal, cotton",1
"processed material, glass processed material, metal organic, vegetal, plant extract, latex, rubber",1
"processed material, glass processed material, metal, alloy",1
"processed material, glass processed material, metal, alloy processed material, metal, alloy, copper alloy, brass",1
"processed material, glass processed material, metal, copper organic, vegetal, flax",1
"processed material, glass processed material, metal, mercury processed material, metal, lead processed material, wax processed material, paper organic, vegetal, bark, cork",1
"processed material, glass processed material, metal, silver",1
"processed material, glass processed material, satin organic processed material card board",1
"processed material, glass processed material, steel, alloy, processed material, leather processed material, metal gold organic , cotton , velvet",1
"processed material, glass processed material, steel, alloy, wire",1
"processed material, glass processed material, textile organic, vegetal, wood",1
"processed material, glass processed material, textile processed material, metal organic, vegetal, wood",1
"processed material, glass, tempered processed material metal gold leaf",1
"processed material, iron",1
"processed material, leather",1
"processed material, leather processed material, metal organic, vegetal, fibre, cotton",1
"processed material, leather processed material, metal, alloy, steel",1
"processed material, leather processed material, metal, chromium",1
"processed material, meta,l alloy, silver alloy",1
"processed material, metal alloy, tin processed material, glass processed material organic, cotton",1
"processed material, metal organic, animal, skin, mammal skin, cow skin, cow leather processed material, textile, canvas",1
"processed material, metal organic, vegetal, wood organic, vegetal, bark, cork",1
"processed material, metal organic, vegetal, wood organic, vegetal, fibre, cotton",1
"processed material, metal organic, vegetal, wood processed material, plastic organic, vegetal, fibre, cotton",1
"processed material, metal organic, vegetal, wood processed material, textile",1
"processed material, metal organic, vegetal, wood processed material, textile processed material, leather processed material, synthetic, plastic, bakelite",1
"processed material, metal processed material, leather",1
"processed material, metal processed material, leather processed material, glass",1
"processed material, metal processed material, leather processed material, paper, cardboard processed material, glass processed material, synthetic, plastic organic, animal, hair",1
"processed material, metal processed material, paper",1
"processed material, metal processed material, paper processed material, paper, cardboard",1
"processed material, metal processed material, synthetic processed material, leather",1
"processed material, metal processed material, synthetic, plastic, acrylic processed material, glass",1
"processed material, metal soap",1
"processed material, metal, alloy, aluminium",1
"processed material, metal, alloy, aluminium alloy processed material, metal processed material, leather",1
"processed material, metal, alloy, copper alloy, brass organic, vegetal, stem, cane",1
"processed material, metal, alloy, copper alloy, brass organic, vegetal, thorn",1
"processed material, metal, alloy, copper alloy, brass organic, vegetal, wood",1
"processed material, metal, alloy, copper alloy, brass processed materia lorganic, wood",1
"processed material, metal, alloy, copper alloy, brass processed material, leather",1
"processed material, metal, alloy, copper alloy, brass processed material, metal",1
"processed material, metal, alloy, silver alloy",1
"processed material, metal, alloy, steel",1
"processed material, metal, alloy, steel processed material, metal, alloy, copper alloy, brass processed material, metal, lead",1
"processed material, metal, aluminium processed material, metal processed material, synthetic, plastic organic, vegetal, plant extract, latex, rubber",1
"processed material, metal, cast iron",1
"processed material, metal, copper",1
"processed material, metal, copper processed material, metal, iron",1
"processed material, metal, gold",1
"processed material, metal, iron processed material, metal, alloy, steel organic, vegetal, wood",1
"processed material, metal, nickel",1
"processed material, metal, silver mineral, silica, opal",1
"processed material, metal, silver processed material, metal, stainless steel.",1
"processed material, metal, steel",1
"processed material, metal, steel organic, vegetal, wood",1
"processed material, metal, steel, alloy processed material, glass, enamel",1
"processed material, metal, tin processed material, leather processed material, textile, canvas",1
"processed material, organic, wood",1
"processed material, organic,fibre, wool",1
"processed material, paper organic material, linen",1
"processed material, paper processed material, cardboard glass",1
"processed material, paper processed material, cotton, linen",1
"processed material, paper processed material, glass organic material, wood",1
"processed material, paper processed material, glass organic, vegetal, wood",1
"processed material, paper processed material, glass processed material, synthetic, plastic",1
"processed material, paper processed material, metal",1
"processed material, paper processed material, metal, copper alloy, brass",1
"processed material, paper processed material,synthetic, plastic processed materials, glass organic, vegetal. wood",1
"processed material, paper, cardboard processed material, glass",1
"processed material, plastic, cellophane, rayon processed material, organic, animal, silk",1
"processed material, synthetic plastic contents cover metal, glass, paper, card, plastic",1
